date,year,quarter,month_number,month_name,region,zone,main_city,visitor_type,travel_purpose,accommodation_type,visitors,tourist_nights,spend_sar,rooms_available,rooms_sold,occupancy_rate,average_daily_rate_sar,room_revenue_sar,cancellation_rate,satisfaction_score
2022-01-01,2022,Q1,1,Jan,Eastern Province,Eastern,Dammam,Inbound,Events,Other Paid Accommodation,159,657,535663,5366,218,0.0406,247.55,53966,0.0748,4.07
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Leisure,Hotel,3212,6647,2910351,10491,1697,0.1618,464.62,788461,0.0241,4.4
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Leisure,Serviced Apartment,1159,1934,831218,9129,531,0.0582,373.48,198316,0.072,4.13
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Leisure,Resort,744,1519,648215,6372,392,0.0615,777.14,304639,0.0656,4.08
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Leisure,Other Paid Accommodation,663,1273,535564,5926,384,0.0648,249.11,95659,0.0694,4.35
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Business,Hotel,1662,3675,1544458,6034,912,0.1511,507.3,462660,0.0548,4.22
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Business,Serviced Apartment,601,1325,554146,6334,366,0.0578,294.69,107855,0.0465,4.11
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Business,Resort,294,652,298990,6633,175,0.0264,805.87,141026,0.0737,4.19
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Business,Other Paid Accommodation,284,579,237516,5571,161,0.0289,240.06,38649,0.0809,4.45
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Religious,Hotel,251,753,267797,6288,181,0.0288,510.65,92427,0.0407,3.82
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Religious,Serviced Apartment,97,334,135427,2545,87,0.0342,360.97,31404,0.033,4.2
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Religious,Resort,50,170,71912,4097,51,0.0124,710.87,36254,0.0693,4.04
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Religious,Other Paid Accommodation,50,156,64840,6782,37,0.0055,209.02,7733,0.1068,4.1
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Family Visit,Hotel,1592,3674,1487009,9073,1072,0.1182,499.7,535681,0.1239,4.12
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Family Visit,Serviced Apartment,713,1539,696865,7568,424,0.056,328.9,139455,0.0815,3.98
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Family Visit,Resort,426,906,372179,5786,218,0.0377,664.04,144759,0.1,4.11
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Family Visit,Other Paid Accommodation,308,679,305468,6153,203,0.033,225.47,45770,0.0345,4.53
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Events,Hotel,546,1119,507433,6327,320,0.0506,610.06,195220,0.0539,4.5
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Events,Serviced Apartment,225,484,221922,5825,139,0.0239,380.03,52824,0.0609,3.94
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Events,Resort,112,191,90116,4054,51,0.0126,704.06,35906,0.0777,4.47
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Domestic,Events,Other Paid Accommodation,119,236,98126,5450,63,0.0116,270.86,17064,0.0823,4.33
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Leisure,Hotel,1841,8164,6272030,6302,2326,0.3691,492.9,1146493,0.0568,4.42
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Leisure,Serviced Apartment,768,3228,2498739,7786,907,0.1165,422.85,383522,0.0841,3.71
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Leisure,Resort,404,1727,1414089,6243,468,0.075,649.48,303956,0.0648,4.06
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Leisure,Other Paid Accommodation,333,1437,1201544,5864,352,0.06,248.54,87484,0.0999,4.0
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Business,Hotel,813,3416,2473896,6796,929,0.1367,537.45,499293,0.0478,4.16
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Business,Serviced Apartment,348,1435,1203605,5091,402,0.079,376.11,151197,0.0345,3.71
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Business,Resort,157,699,513649,7779,182,0.0234,730.63,132974,0.1086,4.77
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Business,Other Paid Accommodation,191,848,684079,5862,249,0.0425,229.42,57124,0.0495,4.15
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Religious,Hotel,126,668,528892,6133,185,0.0302,581.47,107571,0.0415,4.22
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Religious,Serviced Apartment,50,251,189813,4948,78,0.0158,367.66,28677,0.0444,4.61
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Religious,Resort,50,275,206159,4111,73,0.0178,782.71,57137,0.1171,4.66
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Religious,Other Paid Accommodation,50,258,197737,3302,73,0.0221,237.17,17313,0.0583,3.75
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Family Visit,Hotel,963,3942,2785621,3487,1081,0.31,593.73,641817,0.1115,4.16
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Family Visit,Serviced Apartment,352,1511,1079569,5798,444,0.0766,384.35,170653,0.0675,4.1
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Family Visit,Resort,187,754,565253,5631,224,0.0398,673.74,150917,0.1073,4.2
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Family Visit,Other Paid Accommodation,184,745,483843,6143,218,0.0355,234.6,51142,0.0717,4.28
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Events,Hotel,269,1101,876636,4125,310,0.0752,463.57,143705,0.0817,4.26
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Events,Serviced Apartment,107,474,344362,4340,132,0.0304,382.16,50445,0.0446,4.17
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Events,Resort,69,299,229645,4730,76,0.0161,724.96,55097,0.0432,3.54
2022-01-01,2022,Q1,1,Jan,Asir,Southern,Abha,Inbound,Events,Other Paid Accommodation,63,275,179368,4079,79,0.0194,279.5,22080,0.0705,3.97
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Leisure,Hotel,2579,6125,2472795,7841,1610,0.2053,480.34,773349,0.0731,4.68
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Leisure,Serviced Apartment,1074,2201,908234,4953,653,0.1318,347.82,227126,0.0655,4.9
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Leisure,Resort,584,1138,465733,6972,316,0.0453,637.16,201341,0.093,4.1
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Leisure,Other Paid Accommodation,602,1394,569766,7130,385,0.054,256.37,98703,0.0821,3.94
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Business,Hotel,1168,2693,1108340,6245,676,0.1082,537.62,363432,0.1216,4.0
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Business,Serviced Apartment,493,1174,490723,6148,291,0.0473,361.99,105339,0.0653,4.4
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Business,Resort,294,769,334212,5740,215,0.0375,699.66,150426,0.0785,4.2
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Business,Other Paid Accommodation,249,588,232045,6491,181,0.0279,237.73,43029,0.017,4.0
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Religious,Hotel,212,698,275582,4794,206,0.043,542.74,111805,0.064,4.18
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Religious,Serviced Apartment,74,230,105962,4782,70,0.0146,392.6,27481,0.095,4.04
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Religious,Resort,50,164,65145,5394,40,0.0074,788.41,31536,0.0584,4.32
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Religious,Other Paid Accommodation,50,162,70435,4595,48,0.0104,214.16,10279,0.0732,4.63
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Family Visit,Hotel,1275,2504,1084107,6979,710,0.1017,540.35,383648,0.0859,4.55
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Family Visit,Serviced Apartment,572,1173,512541,7707,318,0.0413,322.71,102622,0.0977,4.12
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Family Visit,Resort,249,565,229677,5260,160,0.0304,730.97,116955,0.0877,4.16
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Family Visit,Other Paid Accommodation,288,589,258346,6021,148,0.0246,260.85,38605,0.0566,4.35
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Events,Hotel,475,1172,485640,5321,321,0.0603,507.39,162871,0.09,3.87
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Events,Serviced Apartment,169,318,141175,6949,86,0.0124,345.27,29693,0.0718,4.44
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Events,Resort,93,199,88470,5632,55,0.0098,777.66,42771,0.01,4.44
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Domestic,Events,Other Paid Accommodation,87,150,64932,6496,40,0.0062,258.3,10331,0.1103,4.48
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Leisure,Hotel,1628,7079,5404390,5696,1903,0.3341,484.92,922804,0.1243,4.23
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Leisure,Serviced Apartment,581,2504,1908018,7515,649,0.0864,355.45,230686,0.0514,3.82
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Leisure,Resort,298,1249,924789,4728,299,0.0632,715.21,213848,0.0324,4.46
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Leisure,Other Paid Accommodation,289,1129,842121,4655,319,0.0685,265.74,84769,0.0231,4.18
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Business,Hotel,668,2895,2228344,5191,773,0.1489,486.89,376362,0.0969,4.28
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Business,Serviced Apartment,312,1306,950371,3926,300,0.0764,305.64,91693,0.0767,4.28
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Business,Resort,129,564,416216,5328,177,0.0332,771.66,136583,0.0633,4.05
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Business,Other Paid Accommodation,112,454,340669,4170,123,0.0295,241.48,29701,0.0644,3.99
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Religious,Hotel,107,587,416933,6561,159,0.0242,520.78,82804,0.0877,4.33
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Religious,Serviced Apartment,50,272,199123,5432,67,0.0123,353.04,23653,0.0692,4.1
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Religious,Resort,50,251,184479,5163,70,0.0136,660.81,46256,0.1016,4.05
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Religious,Other Paid Accommodation,50,274,200165,6845,67,0.0098,257.65,17262,0.095,3.98
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Family Visit,Hotel,847,3515,2717672,6456,954,0.1478,553.73,528258,0.0898,3.83
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Family Visit,Serviced Apartment,336,1299,1048402,6601,321,0.0486,338.5,108657,0.0424,4.1
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Family Visit,Resort,162,705,577923,6624,183,0.0276,707.95,129554,0.0279,4.07
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Family Visit,Other Paid Accommodation,164,741,521451,4639,203,0.0438,245.38,49811,0.0498,4.26
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Events,Hotel,244,1024,803748,5350,270,0.0505,515.44,139168,0.0678,4.18
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Events,Serviced Apartment,99,447,351153,4844,130,0.0268,340.65,44284,0.0993,4.24
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Events,Resort,54,231,159013,3949,56,0.0142,728.23,40781,0.1133,4.83
2022-01-01,2022,Q1,1,Jan,Tabuk,Northern,Tabuk,Inbound,Events,Other Paid Accommodation,53,227,153876,4532,57,0.0126,228.08,13000,0.0658,4.03
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Leisure,Hotel,5414,12179,5503835,12882,3980,0.309,568.47,2262507,0.01,4.2
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Leisure,Serviced Apartment,2799,6974,3119942,9448,1836,0.1943,409.5,751841,0.1361,3.77
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Leisure,Resort,1432,3141,1615937,7119,887,0.1246,822.98,729983,0.0767,4.18
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Leisure,Other Paid Accommodation,1350,2735,1350894,6876,829,0.1206,282.04,233807,0.0257,4.47
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Business,Hotel,2807,5527,2574132,10337,1224,0.1184,767.63,939573,0.0964,4.33
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Business,Serviced Apartment,1205,2599,1294567,7346,750,0.1021,415.96,311969,0.0651,4.11
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Business,Resort,650,1512,756304,2977,440,0.1478,862.84,379647,0.0695,4.17
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Business,Other Paid Accommodation,659,1508,694587,6337,378,0.0596,251.94,95234,0.0543,4.37
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Religious,Hotel,509,1731,872446,6234,448,0.0719,634.8,284391,0.09,4.46
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Religious,Serviced Apartment,207,712,351147,6362,195,0.0307,383.86,74853,0.0659,3.96
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Religious,Resort,97,317,145831,4828,72,0.0149,864.1,62214,0.07,4.07
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Religious,Other Paid Accommodation,99,345,150562,4377,88,0.0201,261.91,23047,0.0907,4.1
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Family Visit,Hotel,3333,5663,2839509,8466,1565,0.1849,627.22,981592,0.104,3.94
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Family Visit,Serviced Apartment,1033,2207,1181139,7697,618,0.0803,396.76,245195,0.0902,3.91
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Family Visit,Resort,771,1697,871791,8848,483,0.0546,815.01,393648,0.0694,3.83
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Family Visit,Other Paid Accommodation,643,1297,606752,6060,330,0.0545,308.6,101837,0.07,4.15
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Events,Hotel,2210,4709,2387045,7252,1217,0.1678,598.69,728606,0.0364,4.07
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Events,Serviced Apartment,873,1985,973858,6426,588,0.0915,408.46,240175,0.0798,4.12
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Events,Resort,505,1001,412735,5578,310,0.0556,912.55,282891,0.0941,4.58
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Domestic,Events,Other Paid Accommodation,457,977,454403,5329,283,0.0531,310.48,87864,0.0665,4.04
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Leisure,Hotel,3538,15285,12201774,7698,3993,0.5187,553.68,2210834,0.0573,4.23
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Leisure,Serviced Apartment,1363,6120,5453743,7224,1778,0.2461,375.37,667413,0.096,4.13
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Leisure,Resort,813,3240,2567767,6965,921,0.1322,788.29,726014,0.0483,4.55
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Leisure,Other Paid Accommodation,640,2898,2395983,6541,773,0.1182,296.87,229477,0.0564,4.11
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Business,Hotel,1670,6679,6096917,6844,1798,0.2627,564.79,1015491,0.01,4.22
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Business,Serviced Apartment,794,3459,3019672,5858,953,0.1627,431.08,410816,0.0405,4.43
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Business,Resort,384,1667,1495288,5561,486,0.0874,889.82,432454,0.0611,4.13
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Business,Other Paid Accommodation,335,1510,1221622,4005,421,0.1051,284.35,119712,0.0743,4.21
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Religious,Hotel,255,1452,1147150,4531,395,0.0872,532.94,210510,0.0656,4.69
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Religious,Serviced Apartment,104,566,457280,4530,150,0.0331,402.5,60375,0.102,4.29
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Religious,Resort,51,277,249335,6212,87,0.014,780.61,67912,0.0497,3.96
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Religious,Other Paid Accommodation,51,280,259217,4996,74,0.0148,286.64,21211,0.0491,4.67
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Family Visit,Hotel,1632,6914,6776535,7310,1868,0.2555,596.05,1113428,0.0655,4.61
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Family Visit,Serviced Apartment,616,2776,2218933,5602,733,0.1308,432.45,316982,0.03,4.27
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Family Visit,Resort,474,1861,1645027,5007,531,0.1061,850.9,451828,0.054,4.39
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Family Visit,Other Paid Accommodation,428,1781,1623816,4310,447,0.1037,293.9,131374,0.1071,4.24
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Events,Hotel,1217,5111,4131878,7322,1518,0.2073,591.41,897757,0.0582,4.34
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Events,Serviced Apartment,482,2018,1985932,5433,536,0.0987,391.61,209900,0.0886,4.1
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Events,Resort,258,1151,1091659,4763,262,0.055,918.08,240536,0.0529,4.47
2022-02-01,2022,Q1,2,Feb,Riyadh,Central,Riyadh,Inbound,Events,Other Paid Accommodation,210,919,744836,6027,253,0.042,261.59,66181,0.0598,4.32
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Leisure,Hotel,10541,23368,12625198,18317,7370,0.4024,618.72,4559985,0.0475,3.94
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Leisure,Serviced Apartment,4118,9406,4508329,12324,2245,0.1822,412.6,926288,0.0387,4.24
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Leisure,Resort,2442,4922,2005862,8646,1407,0.1627,877.08,1234050,0.1009,4.0
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Leisure,Other Paid Accommodation,2204,5154,2223726,8431,1352,0.1604,281.35,380389,0.0787,4.03
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Business,Hotel,4653,9803,4425972,10483,2862,0.273,557.21,1594729,0.0867,4.39
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Business,Serviced Apartment,1696,3331,1724143,6413,877,0.1368,428.27,375589,0.0896,4.09
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Business,Resort,1021,2434,1298279,7420,674,0.0908,794.66,535603,0.0492,4.4
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Business,Other Paid Accommodation,1016,2418,1213473,4931,728,0.1476,260.59,189708,0.0604,4.21
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Religious,Hotel,10696,41949,20998949,19917,12096,0.6073,657.17,7949167,0.062,4.72
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Religious,Serviced Apartment,3757,12772,6415356,10725,3780,0.3524,392.61,1484050,0.056,3.87
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Religious,Resort,2083,7198,3572124,9615,1978,0.2057,895.05,1770414,0.0427,4.17
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Religious,Other Paid Accommodation,1947,6755,3205118,7677,1601,0.2085,275.11,440452,0.0923,4.29
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Family Visit,Hotel,5755,12142,5867071,12464,3551,0.2849,634.26,2252274,0.0823,4.14
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Family Visit,Serviced Apartment,1832,4249,1993304,6723,1242,0.1847,400.05,496859,0.0965,4.3
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Family Visit,Resort,1273,2325,1204633,7058,617,0.0874,859.35,530216,0.0256,4.37
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Family Visit,Other Paid Accommodation,1015,1856,814565,7545,481,0.0638,317.95,152933,0.0566,3.72
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Events,Hotel,1679,3940,1885219,6822,1099,0.1611,638.23,701416,0.0979,4.63
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Events,Serviced Apartment,716,1313,618446,6271,329,0.0525,381.38,125472,0.0786,4.14
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Events,Resort,403,785,373913,4644,233,0.0502,919.96,214351,0.0238,4.04
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Domestic,Events,Other Paid Accommodation,324,638,306611,4007,160,0.0399,260.45,41672,0.0752,4.17
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Leisure,Hotel,5417,22942,19393608,12375,7268,0.5873,679.4,4937883,0.0375,4.48
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Leisure,Serviced Apartment,2449,9723,8915375,9995,2400,0.2401,382.69,918445,0.0954,4.22
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Leisure,Resort,1309,5586,4996610,5521,1682,0.3047,929.09,1562737,0.0643,4.26
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Leisure,Other Paid Accommodation,1009,4341,3924258,6362,1315,0.2067,275.63,362454,0.0841,3.9
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Business,Hotel,2700,11245,9960991,8442,3055,0.3619,654.15,1998425,0.0591,3.87
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Business,Serviced Apartment,1233,5519,4449604,7430,1448,0.1949,421.71,610629,0.0774,4.09
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Business,Resort,553,2246,1855094,4948,613,0.1239,800.95,490983,0.0871,4.64
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Business,Other Paid Accommodation,516,2191,1972345,6200,606,0.0977,300.03,181815,0.0821,3.84
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Religious,Hotel,5425,30257,25233529,12696,8837,0.696,603.33,5331584,0.0968,4.86
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Religious,Serviced Apartment,1901,9740,8667940,8405,2622,0.312,461.02,1208783,0.0365,4.32
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Religious,Resort,1053,6048,5917892,5719,1580,0.2763,908.02,1434678,0.0603,4.26
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Religious,Other Paid Accommodation,1016,5096,4450206,5744,1338,0.2329,315.91,422683,0.0386,4.35
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Family Visit,Hotel,2975,12328,11285631,9540,3566,0.3738,661.13,2357576,0.0617,4.12
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Family Visit,Serviced Apartment,1111,4482,4610411,7813,1081,0.1384,369.31,399219,0.082,4.29
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Family Visit,Resort,693,2875,2493835,6306,796,0.1262,698.76,556211,0.0643,4.06
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Family Visit,Other Paid Accommodation,617,2959,2643188,5557,881,0.1585,294.14,259133,0.0805,4.3
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Events,Hotel,1181,4693,4218243,5740,1355,0.2361,568.5,770322,0.0596,4.2
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Events,Serviced Apartment,437,1915,1548611,5671,492,0.0868,371.42,182738,0.0646,4.07
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Events,Resort,264,1131,906788,4807,339,0.0705,991.55,336134,0.0304,3.8
2022-02-01,2022,Q1,2,Feb,Makkah,Western,Jeddah,Inbound,Events,Other Paid Accommodation,233,996,825152,5863,208,0.0355,283.28,58921,0.0782,4.38
2022-02-01,2022,Q1,2,Feb,Madinah,Western,Madinah,Domestic,Leisure,Hotel,5356,11339,4497946,12816,2864,0.2235,503.02,1440657,0.0451,4.43
